age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime_hours,percent_salary_hike,performance_rating,relationship_satisfaction_level,standard_work_hours,stock_option_level,total_years_worked,training_sessions_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_current_manager,same_as_monthly_income,birth_year,annual_salary,remote_work
38,no,nan,290.04,1.0,3,nan,1,509,3.0,male,36.25,4,1,human resources,3,nan,2342.59,6090.75,1,,no,13,3.0,4,part time,1,7.0,2,4.0,7,5,0,2342.59,1985,28111.13,yes
46,no,nan,290.04,1.0,2,life sciences,1,510,4.0,female,36.25,3,1,human resources,1,nan,,6090.75,6,,,12,3.0,3,part time,0,10.0,3,4.0,7,5,7,,1977,28111.13,yes
35,no,nan,438.39,4.0,4,life sciences,1,511,3.0,male,54.8,3,2,research scientist,3,single,3540.83,9206.17,1,,,11,3.0,2,part time,0,,3,3.0,9,1,1,3540.83,1988,42490.0,no
28,no,travel_rarely,675.69,29.0,1,life sciences,1,512,3.0,male,,1,2,manufacturing director,2,married,5457.5,14189.5,1,,,14,,2,nan,2,8.0,2,2.0,8,1,7,5457.5,1995,,yes
44,no,nan,1582.77,28.0,3,life sciences,1,513,4.0,male,,3,4,research director,1,married,12783.92,33238.2,3,,no,13,3.0,3,nan,1,,1,4.0,20,14,17,12783.92,1979,,yes
50,no,nan,1486.85,22.0,5,nan,1,514,3.0,male,,1,4,research director,4,nan,12009.17,31223.83,1,,,13,3.0,4,nan,0,,2,3.0,32,13,9,12009.17,1973,,no
55,no,travel_rarely,2020.78,,5,marketing,1,515,3.0,male,252.6,2,5,manager,4,nan,,42436.33,1,,no,21,4.0,3,full time,1,36.0,3,3.0,36,2,13,,1968,195860.0,yes
39,no,nan,849.85,6.0,3,nan,1,516,4.0,male,,4,3,sales executive,3,married,6864.17,17846.83,2,,no,11,3.0,1,part time,1,11.0,3,3.0,7,7,6,6864.17,1984,82370.0,yes
49,no,nan,331.29,,4,nan,1,517,,female,,3,1,laboratory technician,1,nan,2675.83,6957.17,1,,,14,3.0,4,nan,1,10.0,3,2.0,9,1,4,2675.83,1974,,yes
45,no,nan,1723.43,28.0,2,technical degree,1,518,4.0,female,,2,4,research director,2,single,13920.0,36192.0,1,,,11,,3,nan,0,21.0,2,3.0,21,8,6,13920.0,1978,,no
46,no,nan,1032.49,2.0,3,nan,1,519,3.0,male,,3,3,sales executive,4,nan,8339.32,21682.23,4,,,12,3.0,2,part time,1,,5,2.0,10,0,3,8339.32,1977,100071.84,no
27,no,nan,492.56,15.0,3,nan,1,520,4.0,female,,2,1,research scientist,1,married,,10343.67,0,,no,19,3.0,4,full time,1,,2,,7,7,3,,1996,47740.0,no
42,no,travel_rarely,1973.98,2.0,3,nan,1,521,1.0,male,,3,5,manager,3,married,15943.72,41453.67,5,,,11,3.0,1,nan,0,24.0,2,2.0,22,4,14,15943.72,1981,,yes
49,no,nan,556.26,2.0,3,nan,1,522,4.0,male,,2,2,sales executive,2,married,,11681.39,2,,,14,3.0,4,part time,0,17.0,3,2.0,9,0,8,,1974,53914.11,yes
29,no,travel_rarely,556.26,15.0,2,life sciences,1,523,4.0,female,,2,2,laboratory technician,3,single,,11681.39,0,,yes,12,3.0,4,part time,0,10.0,3,3.0,9,0,8,,1994,53914.11,yes
34,no,non-travel,471.3,,4,marketing,1,524,,male,,3,2,sales executive,3,nan,3806.67,9897.33,0,,no,20,4.0,3,part time,0,,2,3.0,9,8,7,3806.67,1989,45680.0,no
37,no,nan,618.33,1.0,4,nan,1,525,1.0,male,,2,2,manufacturing director,3,divorced,4994.17,12984.83,1,,no,18,3.0,3,nan,1,,2,,7,0,7,4994.17,1986,59930.0,no
36,no,nan,670.53,11.0,3,nan,1,526,2.0,male,83.82,2,2,manufacturing director,2,single,5415.83,14081.17,1,,no,13,3.0,3,full time,0,6.0,3,3.0,6,0,3,5415.83,1987,64990.0,yes
45,no,nan,356.16,29.0,3,nan,1,527,3.0,male,,3,1,research scientist,4,single,,7479.33,5,,,13,3.0,2,full time,0,9.0,2,2.0,6,0,3,,1978,34520.0,yes
29,no,travel_rarely,290.04,15.0,3,nan,1,528,3.0,male,,3,1,research scientist,4,nan,,6090.75,1,,no,19,3.0,1,part time,0,6.0,1,3.0,6,1,5,,1994,28111.13,no
26,no,nan,660.01,1.0,3,nan,1,529,3.0,female,,3,2,manufacturing director,2,nan,5330.83,13860.17,1,,no,20,4.0,1,full time,1,6.0,6,1.0,6,1,4,5330.83,1997,63970.0,no
28,no,nan,556.26,9.0,4,life sciences,1,530,2.0,male,,3,2,sales executive,4,single,,11681.39,1,,no,16,3.0,4,part time,0,,1,3.0,7,0,7,,1995,53914.11,yes
42,no,travel_frequently,556.26,,4,technical degree,1,531,4.0,female,,2,2,healthcare representative,4,married,,11681.39,0,,no,11,3.0,4,nan,3,7.0,4,4.0,6,0,4,,1981,53914.11,yes
31,no,travel_rarely,556.26,2.0,1,life sciences,1,532,2.0,male,,3,2,sales executive,4,nan,,11681.39,4,,yes,13,3.0,3,part time,0,10.0,2,4.0,6,0,5,,1992,53914.11,yes
37,no,travel_rarely,1032.49,,3,nan,1,533,,female,,3,3,manufacturing director,4,single,8339.32,21682.23,4,,,17,3.0,4,part time,0,,3,4.0,6,1,2,8339.32,1986,100071.84,yes
37,no,non-travel,1032.49,9.0,4,nan,1,534,1.0,male,,3,3,sales executive,2,divorced,,21682.23,1,,no,13,3.0,4,part time,1,9.0,6,3.0,9,7,7,,1986,100071.84,no
37,no,travel_rarely,556.26,1.0,4,life sciences,1,535,2.0,female,69.53,3,2,manufacturing director,2,married,4492.84,11681.39,6,,,12,3.0,2,part time,1,8.0,2,2.0,6,4,3,4492.84,1986,53914.11,no
24,no,travel_rarely,281.15,23.0,3,medical,1,536,2.0,male,,4,1,research scientist,4,nan,,5904.17,1,,,11,3.0,2,part time,2,,3,3.0,6,1,4,,1999,27250.0,yes
50,no,nan,1973.98,3.0,3,nan,1,537,1.0,male,,3,5,manager,2,married,15943.72,41453.67,1,,no,11,3.0,3,nan,1,,2,3.0,32,10,7,15943.72,1973,,no
34,no,nan,373.7,1.0,2,life sciences,1,538,2.0,male,46.71,2,1,research scientist,4,nan,3018.33,7847.67,1,,yes,13,3.0,4,full time,1,6.0,3,3.0,6,1,3,3018.33,1989,36220.0,yes
27,no,travel_frequently,556.26,3.0,1,medical,1,539,4.0,female,,4,2,sales executive,4,nan,,11681.39,1,,,20,,2,nan,2,,3,3.0,6,0,4,,1996,53914.11,no
25,no,nan,637.62,,1,nan,1,540,,female,,3,2,sales executive,4,single,,13390.0,1,,no,23,4.0,2,full time,0,6.0,5,2.0,6,1,4,,1998,61800.0,no
34,no,nan,647.32,,3,other,1,541,4.0,male,,3,2,sales executive,4,single,5228.33,13593.67,1,,no,22,4.0,3,full time,0,6.0,5,3.0,6,1,4,5228.33,1989,62740.0,yes
34,no,nan,452.01,2.0,4,nan,1,542,3.0,female,,2,1,research scientist,1,nan,,9492.17,1,,,11,,3,full time,0,6.0,3,3.0,6,1,3,,1989,43810.0,yes
35,no,nan,1032.49,7.0,3,other,1,543,3.0,male,,3,3,manufacturing director,3,single,8339.32,21682.23,3,,no,21,4.0,2,nan,0,17.0,3,4.0,8,1,6,8339.32,1988,,no
35,no,nan,264.02,,1,medical,1,544,,female,33.0,2,1,research scientist,1,nan,,5544.5,1,,,11,3.0,4,part time,0,6.0,3,2.0,6,1,1,,1988,25590.0,no
33,no,nan,566.22,1.0,4,nan,1,545,3.0,female,70.78,4,2,healthcare representative,2,married,4573.33,11890.67,1,,yes,13,3.0,1,full time,1,,2,3.0,6,1,2,4573.33,1990,54880.0,yes
29,no,nan,259.38,28.0,4,life sciences,1,546,3.0,female,,3,1,research scientist,4,divorced,2095.0,5447.0,4,,no,22,4.0,1,part time,1,11.0,1,3.0,7,1,7,2095.0,1994,25140.0,no
29,no,travel_frequently,290.04,10.0,3,nan,1,547,4.0,female,,3,1,research scientist,2,divorced,2342.59,6090.75,0,,no,14,3.0,4,part time,2,8.0,2,2.0,7,1,1,2342.59,1994,28111.13,yes
34,no,nan,556.26,9.0,1,life sciences,1,548,2.0,female,69.53,3,2,sales executive,3,married,4492.84,11681.39,1,,,20,4.0,1,part time,0,,3,2.0,6,1,3,4492.84,1989,53914.11,no
28,no,travel_rarely,329.75,19.0,4,medical,1,549,4.0,male,,2,1,laboratory technician,1,married,2663.33,6924.67,1,,,12,3.0,3,nan,3,6.0,2,3.0,6,3,3,2663.33,1995,31960.0,no
44,no,nan,290.04,2.0,1,life sciences,1,550,1.0,female,,4,1,research scientist,4,married,,6090.75,1,,,13,3.0,4,part time,1,10.0,5,3.0,10,7,7,,1979,28111.13,no
31,no,travel_rarely,556.26,11.0,2,nan,1,551,3.0,male,69.53,3,2,healthcare representative,1,married,4492.84,11681.39,1,,yes,12,,4,part time,0,6.0,2,2.0,6,0,1,4492.84,1992,53914.11,no
26,no,nan,290.04,4.0,2,life sciences,1,552,3.0,male,36.25,3,1,research scientist,4,nan,2342.59,6090.75,1,,yes,20,4.0,2,part time,0,,2,2.0,8,2,2,2342.59,1997,28111.13,no
47,no,travel_rarely,352.86,1.0,3,nan,1,553,1.0,male,,3,1,research scientist,4,nan,2850.0,7410.0,7,,no,12,3.0,3,full time,1,17.0,2,2.0,6,1,2,2850.0,1976,34200.0,yes
37,no,nan,290.04,5.0,2,nan,1,554,3.0,male,,4,1,laboratory technician,3,single,2342.59,6090.75,0,,no,14,3.0,1,part time,0,7.0,2,1.0,6,1,3,2342.59,1986,28111.13,no
32,no,nan,421.67,1.0,4,nan,1,555,4.0,male,,3,2,research scientist,1,married,3405.83,8855.17,4,,,14,3.0,2,nan,1,9.0,3,2.0,6,1,2,3405.83,1991,,yes
32,no,nan,556.26,2.0,3,medical,1,556,4.0,male,69.53,3,2,research scientist,2,divorced,4492.84,11681.39,0,,no,13,3.0,3,part time,2,10.0,4,2.0,9,1,6,4492.84,1991,53914.11,yes
33,no,non-travel,553.84,16.0,3,life sciences,1,557,3.0,female,69.23,3,2,sales executive,4,nan,,11630.67,1,,yes,25,4.0,3,part time,1,7.0,2,3.0,6,1,2,,1990,53680.0,no
47,yes,nan,1334.67,9.0,3,nan,1,558,3.0,male,,1,4,sales executive,3,married,,28028.0,7,,no,11,,3,full time,0,25.0,3,1.0,23,14,10,,1976,129360.0,yes
41,yes,nan,556.26,1.0,2,nan,1,559,2.0,female,,3,2,sales executive,4,nan,4492.84,11681.39,8,,yes,11,3.0,1,part time,0,8.0,0,1.0,6,0,5,4492.84,1982,53914.11,no
35,no,travel_rarely,290.04,16.0,3,medical,1,560,1.0,male,36.25,4,1,laboratory technician,2,married,,6090.75,0,,,13,3.0,3,part time,1,6.0,5,3.0,5,0,3,,1988,28111.13,no
29,no,travel_rarely,290.04,2.0,3,life sciences,1,561,3.0,male,36.25,3,1,research scientist,2,married,2342.59,6090.75,0,,no,23,4.0,4,part time,1,,3,3.0,5,0,4,2342.59,1994,28111.13,no
32,no,travel_rarely,556.26,1.0,3,life sciences,1,562,2.0,male,,3,2,research scientist,2,nan,4492.84,11681.39,1,,no,17,3.0,2,part time,2,10.0,3,3.0,10,0,9,4492.84,1991,53914.11,yes
35,no,travel_rarely,290.04,1.0,3,medical,1,563,2.0,male,36.25,2,1,research scientist,3,single,2342.59,6090.75,1,,no,18,3.0,1,part time,0,6.0,3,3.0,6,0,4,2342.59,1988,28111.13,no
56,no,nan,1032.49,,3,nan,1,564,4.0,male,,1,3,manufacturing director,4,nan,8339.32,21682.23,4,,no,11,3.0,1,nan,0,37.0,3,2.0,6,0,2,8339.32,1967,,yes
28,no,nan,435.5,4.0,3,medical,1,565,2.0,male,,3,2,sales executive,3,nan,,9145.5,1,,,15,3.0,2,part time,0,5.0,3,4.0,5,0,4,,1995,42210.0,yes
25,yes,travel_rarely,556.26,5.0,3,nan,1,566,3.0,male,,2,2,sales executive,3,single,4492.84,11681.39,1,,yes,11,3.0,4,nan,0,,1,3.0,6,0,3,4492.84,1998,,yes
56,yes,nan,512.06,14.0,4,life sciences,1,567,2.0,female,,3,1,research scientist,2,nan,,10753.17,9,,,18,3.0,1,full time,3,7.0,2,3.0,5,4,3,,1967,49630.0,yes
26,no,nan,290.04,6.0,3,nan,1,568,3.0,female,,2,1,research scientist,2,married,,6090.75,1,,,19,3.0,3,part time,0,5.0,3,2.0,5,4,3,,1997,28111.13,no
32,yes,nan,433.33,9.0,3,medical,1,569,1.0,female,,3,1,laboratory technician,1,nan,3500.0,9100.0,7,,no,22,4.0,1,nan,0,,2,4.0,5,0,4,3500.0,1991,,no
30,no,travel_rarely,290.04,18.0,3,life sciences,1,570,1.0,female,,3,1,research scientist,3,single,2342.59,6090.75,1,,no,14,3.0,3,part time,0,,4,2.0,5,0,4,2342.59,1993,28111.13,yes
50,no,travel_rarely,1973.98,11.0,3,nan,1,571,3.0,female,,3,5,manager,2,nan,15943.72,41453.67,3,,,15,3.0,2,nan,0,,5,3.0,5,4,4,15943.72,1973,,no
32,no,nan,290.04,6.0,5,life sciences,1,572,3.0,male,,3,1,research scientist,3,nan,2342.59,6090.75,3,,no,20,4.0,1,part time,0,8.0,2,,5,1,4,2342.59,1991,28111.13,no
45,no,travel_rarely,516.49,4.0,2,nan,1,573,3.0,female,,3,2,sales executive,1,nan,4171.67,10846.33,4,,,11,3.0,1,nan,1,9.0,3,4.0,5,0,3,4171.67,1978,,no
43,no,nan,290.04,7.0,3,nan,1,574,4.0,male,36.25,4,1,research scientist,4,divorced,2342.59,6090.75,4,,no,14,3.0,4,part time,3,7.0,3,4.0,5,2,2,2342.59,1980,28111.13,yes
29,yes,nan,788.15,27.0,3,marketing,1,575,2.0,female,,3,3,sales executive,4,married,,16551.17,1,,,22,4.0,4,part time,3,10.0,3,2.0,10,1,9,,1994,76390.0,yes
31,no,non-travel,556.26,1.0,4,medical,1,576,3.0,male,,1,2,manufacturing director,3,nan,,11681.39,0,,,12,3.0,4,part time,1,6.0,2,3.0,5,1,4,,1992,53914.11,yes
33,yes,nan,290.04,14.0,3,nan,1,577,3.0,male,,3,1,laboratory technician,4,married,2342.59,6090.75,5,,yes,13,3.0,3,nan,1,8.0,2,1.0,5,0,4,2342.59,1990,,no
31,yes,nan,290.04,29.0,2,nan,1,578,3.0,male,,2,1,laboratory technician,2,nan,2342.59,6090.75,0,,no,11,3.0,2,part time,0,,2,4.0,5,1,4,2342.59,1992,28111.13,yes
37,no,nan,670.84,6.0,4,nan,1,579,3.0,male,,3,2,sales executive,4,nan,5418.33,14087.67,4,,no,14,3.0,2,nan,1,,5,4.0,5,0,1,5418.33,1986,,yes
50,no,nan,1973.98,4.0,1,nan,1,580,1.0,male,,3,5,research director,2,divorced,15943.72,41453.67,3,,no,14,3.0,1,nan,2,28.0,4,2.0,10,1,6,15943.72,1973,,no
42,no,travel_frequently,1395.44,26.0,3,nan,1,581,3.0,female,,3,4,sales executive,2,married,,29304.17,5,,,14,3.0,4,full time,1,,2,,20,4,8,,1981,135250.0,yes
27,no,nan,556.26,2.0,3,nan,1,582,4.0,male,,3,2,sales executive,3,nan,4492.84,11681.39,1,,yes,11,3.0,1,nan,0,5.0,3,3.0,5,0,4,4492.84,1996,,yes
27,no,non-travel,655.06,1.0,1,marketing,1,583,3.0,male,,3,2,sales executive,2,nan,5290.83,13756.17,0,,yes,13,3.0,4,nan,1,,0,,5,1,4,5290.83,1996,,yes
41,no,travel_rarely,556.26,6.0,3,nan,1,584,4.0,male,,2,2,manufacturing director,2,single,4492.84,11681.39,6,,yes,15,3.0,4,part time,0,,3,3.0,5,1,2,4492.84,1982,53914.11,yes
37,no,travel_rarely,290.04,10.0,3,medical,1,585,3.0,female,36.25,3,1,laboratory technician,1,nan,2342.59,6090.75,6,,no,20,4.0,2,part time,1,,3,3.0,5,0,3,2342.59,1986,28111.13,yes
40,yes,nan,658.25,,2,nan,1,586,,male,,2,2,sales executive,3,nan,,13823.33,2,,yes,12,3.0,1,full time,2,8.0,6,3.0,6,1,0,,1983,63800.0,yes
55,no,nan,1582.77,2.0,3,nan,1,587,3.0,female,197.85,3,4,manager,4,single,12783.92,33238.2,2,,yes,13,3.0,3,full time,0,,2,3.0,5,1,2,12783.92,1968,153407.07,no
26,yes,travel_frequently,320.05,3.0,1,nan,1,588,3.0,male,,3,1,research scientist,1,nan,,6721.0,0,,,22,4.0,3,full time,0,,2,3.0,6,0,4,,1997,31020.0,yes
40,no,travel_rarely,556.26,2.0,2,marketing,1,589,4.0,female,,3,2,sales executive,2,divorced,4492.84,11681.39,7,,,12,3.0,3,part time,2,,5,3.0,5,1,3,4492.84,1983,53914.11,yes
25,no,nan,556.26,4.0,2,nan,1,590,2.0,female,,2,2,sales executive,4,single,,11681.39,1,,yes,11,3.0,2,part time,0,5.0,3,3.0,5,1,3,,1998,53914.11,no
30,no,nan,556.26,12.0,3,nan,1,591,2.0,female,,3,2,sales executive,3,single,,11681.39,0,,no,11,,2,part time,0,,6,3.0,5,4,4,,1993,53914.11,yes
52,no,travel_rarely,1032.49,,3,nan,1,592,4.0,male,129.06,2,3,manufacturing director,3,married,,21682.23,2,,,14,,3,part time,0,,4,3.0,5,0,4,,1971,100071.84,no
42,no,travel_frequently,470.06,,2,nan,1,593,1.0,female,,3,2,research scientist,3,nan,3796.67,9871.33,2,,no,11,3.0,2,part time,1,19.0,3,3.0,5,0,2,3796.67,1981,45560.0,no
30,no,travel_rarely,556.26,2.0,3,life sciences,1,594,3.0,female,,1,2,manufacturing director,4,nan,4492.84,11681.39,2,,no,20,4.0,3,nan,0,11.0,2,3.0,5,0,2,4492.84,1993,,yes
35,no,travel_rarely,436.43,22.0,3,life sciences,1,595,4.0,male,54.55,1,1,laboratory technician,3,single,3525.0,9165.0,0,,no,15,3.0,3,full time,0,,2,3.0,5,4,3,3525.0,1988,42300.0,no
31,no,travel_rarely,1032.49,7.0,3,nan,1,596,3.0,male,129.06,2,3,manager,4,divorced,,21682.23,9,,,21,4.0,3,part time,1,10.0,3,2.0,5,0,1,,1992,100071.84,yes
35,no,travel_rarely,501.33,1.0,3,nan,1,597,1.0,female,,3,2,sales executive,3,single,,10527.83,1,,,16,3.0,4,part time,0,5.0,3,3.0,5,0,3,,1988,48590.0,yes
25,no,nan,290.04,13.0,1,nan,1,598,2.0,male,,3,1,sales representative,3,nan,2342.59,6090.75,1,,,11,3.0,3,nan,0,7.0,1,3.0,7,0,6,2342.59,1998,28111.13,yes
32,no,travel_rarely,652.27,9.0,4,nan,1,599,1.0,female,81.53,3,2,research scientist,4,married,,13697.67,1,,,12,3.0,4,full time,1,6.0,2,,6,0,5,,1991,63220.0,no
47,yes,nan,556.26,27.0,2,life sciences,1,600,2.0,female,69.53,4,2,sales executive,3,nan,4492.84,11681.39,4,,yes,12,3.0,4,part time,0,8.0,2,3.0,5,1,3,4492.84,1976,53914.11,no
30,no,travel_frequently,290.04,5.0,4,life sciences,1,601,2.0,male,36.25,2,1,research scientist,4,divorced,,6090.75,9,,no,12,3.0,2,part time,1,10.0,3,2.0,5,0,3,,1993,28111.13,yes
45,no,nan,1110.26,9.0,3,marketing,1,602,4.0,male,,3,3,sales executive,1,divorced,8967.5,23315.5,4,,yes,12,3.0,3,full time,1,18.0,2,3.0,5,0,2,8967.5,1978,107610.0,no
36,no,travel_rarely,290.04,8.0,3,life sciences,1,603,1.0,male,,2,1,human resources,1,nan,2342.59,6090.75,0,,,21,4.0,3,nan,0,,3,3.0,5,0,3,2342.59,1987,,yes
31,no,nan,290.04,11.0,4,nan,1,604,4.0,male,,3,1,research scientist,4,nan,2342.59,6090.75,3,,,19,3.0,2,part time,1,,2,3.0,6,0,2,2342.59,1992,28111.13,yes
37,no,travel_frequently,306.74,21.0,2,medical,1,605,3.0,female,,3,1,sales representative,4,married,,6441.5,5,,,15,3.0,2,full time,1,,3,3.0,5,0,0,,1986,29730.0,no
39,no,travel_rarely,536.92,2.0,3,life sciences,1,606,4.0,female,,2,2,human resources,4,nan,4336.67,11275.33,8,,no,11,3.0,3,part time,2,13.0,2,3.0,5,0,4,4336.67,1984,52040.0,no
42,no,nan,556.26,14.0,2,nan,1,607,3.0,female,69.53,2,2,sales executive,3,nan,4492.84,11681.39,7,,,17,3.0,1,part time,0,,6,3.0,5,0,3,4492.84,1981,53914.11,yes
30,no,travel_rarely,1032.49,8.0,2,nan,1,608,3.0,male,129.06,3,3,sales executive,3,nan,8339.32,21682.23,5,,no,11,3.0,1,part time,1,,2,4.0,8,7,7,8339.32,1993,100071.84,no
50,no,nan,1795.13,1.0,2,medical,1,609,4.0,male,,3,4,research director,4,divorced,14499.17,37697.83,9,,no,22,,3,full time,1,32.0,1,2.0,5,1,3,14499.17,1973,173990.0,yes
59,no,travel_rarely,1032.49,1.0,2,nan,1,610,2.0,male,,3,3,manager,4,nan,8339.32,21682.23,3,,yes,14,3.0,3,nan,1,14.0,1,1.0,6,0,4,8339.32,1964,,yes
54,no,nan,1032.49,2.0,4,life sciences,1,611,3.0,female,,2,3,sales executive,3,married,8339.32,21682.23,6,,no,11,3.0,2,part time,1,13.0,4,3.0,9,7,0,8339.32,1969,100071.84,yes
56,no,nan,290.04,9.0,3,medical,1,612,1.0,female,36.25,3,1,research scientist,3,married,,6090.75,2,,no,19,3.0,2,part time,1,18.0,4,3.0,5,0,3,,1967,28111.13,no
48,no,nan,1742.1,1.0,4,nan,1,613,1.0,male,217.76,4,4,manager,4,single,,36584.17,2,,no,22,,3,full time,0,,3,2.0,5,2,1,,1975,168850.0,yes
39,no,nan,556.26,9.0,3,life sciences,1,614,3.0,male,,3,2,laboratory technician,2,single,4492.84,11681.39,9,,no,15,3.0,3,part time,0,9.0,2,2.0,5,0,3,4492.84,1984,53914.11,no
35,no,travel_rarely,446.02,8.0,4,technical degree,1,615,3.0,male,,3,1,human resources,3,nan,,9366.5,1,,no,17,3.0,2,full time,0,6.0,2,1.0,5,1,4,,1988,43230.0,yes
42,no,travel_rarely,531.87,4.0,4,marketing,1,616,2.0,male,,3,2,sales executive,1,single,4295.83,11169.17,7,,no,13,3.0,4,nan,0,,3,,6,1,5,4295.83,1981,51550.0,no
44,yes,nan,302.92,10.0,4,nan,1,617,3.0,male,,3,1,research scientist,3,single,,6361.33,1,,yes,11,3.0,3,full time,0,6.0,4,3.0,6,0,2,,1979,29360.0,no
29,no,travel_rarely,290.04,15.0,1,nan,1,618,2.0,female,36.25,1,1,research scientist,4,married,,6090.75,0,,yes,18,,1,part time,1,6.0,2,2.0,5,1,3,,1994,28111.13,no
33,no,nan,290.04,2.0,3,human resources,1,619,2.0,male,,3,1,human resources,3,nan,2342.59,6090.75,1,,no,13,3.0,4,nan,1,5.0,2,3.0,5,1,4,2342.59,1990,,yes
54,no,travel_frequently,1032.49,1.0,4,nan,1,620,4.0,female,,3,3,manufacturing director,3,nan,8339.32,21682.23,7,,no,17,3.0,1,part time,1,33.0,2,1.0,5,1,4,8339.32,1969,100071.84,no
46,no,nan,1938.55,4.0,2,nan,1,621,4.0,female,,2,5,manager,2,married,15657.5,40709.5,2,,,14,3.0,3,nan,1,,2,3.0,11,0,8,15657.5,1977,187890.0,yes
30,no,non-travel,556.26,9.0,2,medical,1,622,3.0,female,,3,2,manufacturing director,3,single,4492.84,11681.39,7,,yes,18,,3,part time,0,10.0,3,3.0,8,1,7,4492.84,1993,53914.11,yes
32,yes,travel_rarely,503.8,7.0,2,life sciences,1,623,4.0,male,,3,2,laboratory technician,3,nan,4069.17,10579.83,1,,,18,3.0,1,part time,1,,3,3.0,10,1,1,4069.17,1991,48830.0,yes
40,yes,nan,1032.49,25.0,4,nan,1,624,4.0,male,129.06,2,3,sales executive,2,single,,21682.23,2,,yes,12,3.0,3,part time,0,9.0,2,3.0,5,1,0,,1983,100071.84,yes
34,no,non-travel,209.34,26.0,1,nan,1,625,1.0,female,,2,1,research scientist,3,divorced,,4396.17,1,,no,20,4.0,3,part time,3,5.0,2,3.0,5,0,0,,1989,20290.0,yes
39,no,travel_rarely,556.26,21.0,4,nan,1,626,1.0,male,,2,2,sales executive,4,married,,11681.39,3,,,12,3.0,4,part time,2,8.0,2,4.0,5,1,4,,1984,53914.11,no
37,no,nan,309.11,4.0,1,nan,1,627,3.0,male,,3,1,research scientist,3,married,2496.67,6491.33,7,,yes,15,3.0,4,full time,0,8.0,2,3.0,6,1,3,2496.67,1986,29960.0,no
33,no,nan,556.26,,1,life sciences,1,628,,male,,3,2,sales executive,4,marreid,4492.84,11681.39,6,,,13,3.0,1,part time,0,8.0,2,4.0,5,1,2,4492.84,1990,53914.11,yes
39,no,non-travel,1032.49,25.0,2,nan,1,629,3.0,male,129.06,3,3,healthcare representative,3,nan,8339.32,21682.23,3,,no,21,4.0,2,part time,1,13.0,2,3.0,6,0,5,8339.32,1984,100071.84,no
52,no,travel_rarely,290.04,8.0,4,other,1,630,3.0,female,,3,1,laboratory technician,1,married,,6090.75,9,,no,13,,3,part time,0,12.0,2,1.0,5,0,4,,1971,28111.13,yes
36,no,nan,957.25,3.0,4,nan,1,631,1.0,female,,3,2,sales executive,2,single,7731.67,20102.33,3,,yes,16,3.0,4,full time,0,15.0,3,3.0,5,0,1,7731.67,1987,92780.0,yes
36,no,nan,556.26,,4,life sciences,1,632,,male,69.53,2,2,laboratory technician,4,single,4492.84,11681.39,1,,,16,3.0,3,part time,0,10.0,2,2.0,10,1,8,4492.84,1987,53914.11,yes
24,no,travel_rarely,429.41,4.0,1,nan,1,633,4.0,female,,3,2,sales executive,3,married,3468.33,9017.67,1,,yes,12,3.0,3,nan,2,,3,3.0,5,0,3,3468.33,1999,,yes
34,no,travel_rarely,290.04,1.0,3,life sciences,1,634,4.0,female,36.25,2,1,laboratory technician,2,nan,,6090.75,5,,no,17,3.0,1,part time,1,7.0,2,2.0,5,0,2,,1989,28111.13,no
28,no,nan,556.26,5.0,3,nan,1,635,4.0,male,,3,2,sales executive,1,single,4492.84,11681.39,0,,,18,3.0,4,part time,0,,4,3.0,5,1,3,4492.84,1995,53914.11,yes
33,no,travel_rarely,290.04,4.0,4,medical,1,636,1.0,female,,2,1,laboratory technician,2,nan,2342.59,6090.75,8,,no,11,3.0,4,part time,0,8.0,5,3.0,5,0,2,2342.59,1990,28111.13,yes
47,no,travel_rarely,556.26,14.0,3,medical,1,637,3.0,female,,3,2,sales executive,3,married,4492.84,11681.39,3,,,17,3.0,3,part time,1,,4,2.0,5,1,2,4492.84,1976,53914.11,yes
40,yes,nan,290.04,9.0,4,life sciences,1,638,4.0,male,36.25,3,1,laboratory technician,1,single,2342.59,6090.75,3,,,14,3.0,2,part time,0,15.0,3,1.0,5,1,0,2342.59,1983,28111.13,no
45,no,travel_rarely,290.04,,3,technical degree,1,639,,male,,3,1,research scientist,4,marreid,2342.59,6090.75,4,,no,20,4.0,4,part time,1,,3,3.0,5,0,3,2342.59,1978,28111.13,yes
40,no,travel_rarely,556.26,9.0,2,nan,1,640,1.0,male,69.53,3,2,sales executive,1,nan,,11681.39,0,,,12,3.0,4,part time,0,,5,4.0,8,7,1,,1983,53914.11,yes
29,no,nan,913.4,2.0,1,life sciences,1,641,1.0,male,,3,2,healthcare representative,4,nan,7377.5,19181.5,1,,,19,3.0,4,full time,1,6.0,0,4.0,6,1,3,7377.5,1994,88530.0,yes
40,no,nan,556.26,14.0,2,life sciences,1,642,4.0,female,,3,2,sales executive,1,married,4492.84,11681.39,1,,no,15,3.0,3,part time,1,5.0,2,3.0,5,1,2,4492.84,1983,53914.11,yes
